route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
7219,37,BEYKOZ-AKBABA-DERSEKİ-ALİBAHADIR-RİVA,BEYKOZ - RİVA,,9,,,
7209,37,ÇAKMAK-ÜMRANİYE-KAZIM KARABEKİR,ÇAKMAK - ÜMRANİYE - KAZIM KARABEKİR MH.,,9,,,
7257,37,KARTAL-TOPSELVİ-SAPANBAĞLARI,KARTAL - TOPSELVİ,,9,,,
7289,37,KARTAL-SOĞANLIK-YAKACIK-UĞUR MUMCU-ORTADAĞ,KARTAL-SOĞANLIK-YAKACIK-AKPINARMAH.-SAMANDIRA-YENİDOĞAN,,9,,,
7383,37,KADIKÖY-YENİSAHRA-ARMAĞANEVLER,KADIKÖY - YENİSAHRA - ARMAĞANEVLER,,9,,,
7336,37,PENDİK-ESENLER MAHALLESİ,PENDİK - KAYNARCA - ESENYALI MH.,,9,,,
7347,37,MALTEPE-ZÜMRÜTEVLER-NARCİTY-KİPTAŞ,MALTEPE - ZÜMRÜTEVLER,,9,,,
7365,37,BAKIRKÖY-ŞİRİNEVLER-POLİS LOJMANLARI,BAKIRKÖY - İKİTELLİ - MAHMUTBEY,,9,,,
7248,37,KADIKÖY-CAPİTOL-KİRAZLITEPE MAHALLESİ,KADIKÖY - POLİS HASTANESİ-EMNİYET MAHALLESİ,,9,,,
7261,37,HEKİMBAŞI-ANADOLU HİSARI-KAVACIK-ÇAVUŞBAŞI,ANADOLU HİSARI - KAVACIK - ÇAVUŞBAŞI,,9,,,
7511,37,BAHÇEKÖY-TARABYA BAYIRI,ZİNCİRLİKUYU,,9,,,
7215,37,NUR SİTESİ-TOPKAPI 1,CEVATPAŞA - B.PAŞA - OTOGAR - EYÜP - EDİRNEKAPI,,9,,,
7478,37,BÜYÜKÇEKMECE- TEPECİK - TÜRKOBA RİNG GÜZERGAHI,BÜYÜKÇEKMECE- TÜRKOBA- TEPEKENT,,9,,,
7204,37,KULELİ-K.SULTAN SÜLEYMAN HST-KAYABAŞI,KULELİ - GÜVERCİNTEPE - ŞAHİNTEPE - TAHTAKALE,,9,,,
7364,37,SULTANBEYLİ-KURTKÖY(2.GÜZERGAH),SULTANBEYLİ - AYDOS - YENİDOGAN -  KURTKÖY,,9,,,
7394,37,MALTEPE-BÜYÜKBAKKALKÖY,MALTEPE - BAŞIBÜYÜK,,9,,,
7309,37,BAKIRKÖY-ŞİRİNEVLER-İSTOÇ-İKİTELLİ,BAKIRKÖY - İKİTELLİ - MAHMUTBEY,,9,,,
7139,37,AVCILAR-TOKAT MH,AVCILAR - ESENYURT,,9,,,
7216,37,SİLAHTARAĞA CAD.-GOP-OTOGAR 1,CEVATPAŞA - B.PAŞA - OTOGAR - EYÜP - EDİRNEKAPI,,9,,,
7303,37,TOPKAPI-AYAZMA-BAĞCILAR 1,100.YIL - ATIŞALANI - ESENLER - TOPKAPI,,9,,,
7105,37,100.YIL MAH-BAĞCILAR-HASTANE-TOPKAPI,100.YIL MH - BAĞCILAR - TOPKAPI,,9,,,
7308,37,AVCILAR - BAĞLARÇEŞME,AVCILAR - ESENYURT,,9,,,
7419,37,ÜSKÜDAR-ÜMRANİYE-TAVUKÇUYOLU-ALEMDAĞ,ÜSKÜDAR - ÜMRANİYE - ALEMDAĞ,,9,,,
7313,37,AVCILAR-ÖRNEK MAH,KÜÇÜKÇEKMECE - AVCILAR -  BALIK YOLU - ÖRNEK MH.,,9,,,
7211,37,MERTER-EŞREF BİTLİS CAD.-GİYİMKENT,MERTER - ÇİNÇİN DERESİ - KARABAYIR - GİYİMKENT,,9,,,
7348,37,ŞİLE-ÇAYIRBAŞI KÖYÜ,ŞİLE MERKEZ - ÇAYIRBAŞI KÖYÜ,,9,,,
7246,37,ÜMRANİYE-ESATPAŞA-ÖRNEK MAH.-GÖZTEPE E.A.H.,ÜMRANİYE - M.KEMAL MH. - ÖRNEK MH.,,9,,,
7230,37,AHMET YESEVİ MAH.-ESENYALI,AHMET YESEVİ MH.(KURTKİREMİT) - ESENYALI,,9,,,
7459,37,1.GÜZERGAH,BÜYÜKÇEKMECE - KUMBURGAZ,,9,,,
7483,37,ŞİLE MERKEZ - PLAJ,ŞİLE MERKEZ RİNG-PLAJ,,9,,,
7449,37,KÜÇÜKÇEKMECE-TOKAT MAH.-BALIKYOLU,KÜÇÜKÇEKMECE - AVCILAR -  BALIK YOLU - ÖRNEK MH.,,9,,,
7358,37,ŞİLE DERE KÖYLERİ-ÜSKÜDAR,ŞİLE DERE KÖYLERİ-ÜSKÜDAR,,9,,,
7198,37,ŞİRİNEVLER-TAVUKÇU DERESİ- GİYİMKENT,ŞİRİNEVLER - TAVUKÇU DERESİ - GİYİMKENT,,9,,,
7316,37,HAMİDİYE MAH-ANADOLU CAD-KAĞITHANE-ŞİŞLİ,ŞİŞLİ - KAĞITHANE - GÜZELTEPE - ABDURAHMAN MH.,,9,,,
7169,37,ŞİŞLİ-CUMHURİYET CAD.- GÖKTÜRK,GÖKTÜRK - KEMERBURGAZ - ALİBEYKÖY - EYÜP,,9,,,
7239,37,ABDURRAHMANGAZİ-YENİDOĞAN-TAŞDELEN-DUDULLU,DUDULLU - SARIGAZİ - TAŞDELEN - YENİDOĞAN-A.GAZİ,,9,,,
7220,37,DUDULLU-ESENŞEHİR-SARIGAZİ,DUDULLU - ESENŞEHİR,,9,,,
7174,37,KADIKÖY-D100-ÜNALAN-LİBADİYE-BULGURLU,KADIKÖY - ACIBADEM - ÜNALAN MH. - BULGURLU MH.,,9,,,
7121,37,KÜÇÜKÇEKMECE-AVCILAR - BEYLİKDÜZÜ TOPLU KONUTLARI,KÜÇÜKÇEKMECE - AVCILAR - BEYLİKDÜZÜ,,9,,,
7346,37,B.EVLER METRO-BASIN SİTESİ-ÇAVUŞPAŞA-OTO SANAYİ,TOPKAPI - YAYLA - ÇAVUŞPAŞA - OTOSANAYİ,,9,,,
7144,37,Ş.EVLER-KULELİ-CEMAL ULUSOY-HALKALI-B.ŞEHİR4.ETAP,Ş.EVLER - KULELİ - HALKALI - BAŞAKŞEHİR,,9,,,
7126,37,ŞİRİNEVLER-ORMANTEPE SK. 1.GÜZERGAH (PARSELLER),ÇAVUŞPAŞA-BAHÇELİEVLER-İNCİRLİ,,9,,,
7295,37,PENDİK-AYDINLI KÖYÜ-DERİ SANAYİ,PENDİK - AYDINLI KÖYÜ - DERİ SANAYİİ,,9,,,
7396,37,KADIKÖY-D/100-ÖRNEK MAH.-ESATPAŞA-EYÜBOĞLU,KADIKÖY - ÖRNEK MH - M.KEMAL MH. - EYÜBOĞLU,,9,,,
7407,37,BÜYÜKÇEKMECE - KIRAÇ,BÜYÜKÇEKMECE - KIRAÇ,,9,,,
7221,37,ORTAÇEŞME-KAVACIK-RÜZGARLIBAHÇE,ORTAÇEŞME - KAVACIK - RÜZGARLIBAHÇE,,9,,,
7380,37,KADIKÖY-FİKİRTEPE-GÖZCÜBABA-SAHRAYICEDİD,KADIKÖY - FİKİRTEPE - GÖZCÜBABA -SAHRAYICEDİD,,9,,,
7253,37,ÜMRANİYE-ÇAKMAK-DUDULLU-ÇEKMEKÖY,ÜMRANİYE - DUDULLU - ÇEKMEKÖY - ŞAHİNBEY,,9,,,
7188,37,ŞİŞLİ-CENGİZ TOPEL CD-YUNUS EMRE MAHALLESİ,ŞİŞLİ - ŞİŞHANE - KARAYOLLARI - İMAR BLOKLARI,,9,,,
7288,37,TOPKAPI-ALİBEYKÖY-SAYA YOKUŞU-KARAYOLARI,KARAYOLLARI-İ.H.L - ALİBEYKÖY - EYÜP - EDİRNEKAPI -TOPKAPI,,9,,,
7350,37,AVCILAR-TOKAT MAH-BALIK YOLU,KÜÇÜKÇEKMECE - AVCILAR -  BALIK YOLU - ÖRNEK MH.,,9,,,
7402,37,BOSTANCI-K.BAKKALKÖY-KAYIŞDAĞI-DUDULLU,BOSTANCI - DUDULLU,,9,,,
7454,37,BAKIRKÖY-YENİMAHALLE-OTOGAR,BAKIRKÖY - ESENLER - ATIŞALANI - OTOGAR,,9,,,
7428,37,EMLAK KONUTLARI-AYDINTEPE MAH.YAYLA MAH.VİA MARİNA,PENDİK - TUZLA,,9,,,
7222,37,AVCILAR-KIRAÇ2,AVCILAR - ESENYURT,,9,,,
7205,37,KÜÇÜKÇEKMECE-K.SULTAN SÜLEYMAN HAS. -ŞAHİNTEPE 2,KULELİ - GÜVERCİNTEPE - ŞAHİNTEPE - TAHTAKALE,,9,,,
7180,37,ŞİŞLİ-KAĞITHANE-ABDURRAHMAN MH-BAŞAK KONUTLARI,ŞİŞLİ - KAĞITHANE - GÜZELTEPE - ABDURAHMAN MH.,,9,,,
7440,37,BAKIRKÖY-MERTER-TOPKAPI,BAKIRKÖY - METRO - TOPKAPI,,9,,,
7196,37,BAKIRKÖY-ATAKÖY-Y.BOSNA METRO,BAKIRKÖY - ATAKÖY,,9,,,
7357,37,KARTAL-KARTAL CEZAEVİ-YAYALAR MAHALLESİ,KARTAL - HÜRRİYET MH. - KARTAL CEZAEV,,9,,,
7514,37,DEMİRCİKÖY-H.OSMAN METRO-KAYMAKAMLIK(Ring),KAYMAKAMLIK(Ring),,9,,,
7212,37,BEŞYOL - FLORYA,BEŞYOL - FLORYA,,9,,,
7272,37,CEVATPAŞA -EYÜP,CEVATPAŞA - B.PAŞA - OTOGAR - EYÜP - EDİRNEKAPI,,9,,,
7342,37,PENDİK-MARMARA ÜNV. PENDİK EĞT. VE ARŞ HAS. 3,PENDİK - KAYNARCA - ESENYALI MH.,,9,,,
7311,37,TOPKAPI-YENİHAL-TULUMBA,100.YIL - ATIŞALANI - ESENLER - TOPKAPI,,9,,,
7279,37,AĞVA-BUCAKLI-ÇELEBİKÖY,AĞVA - BUCAKLI-ÇELEBİKÖY,,9,,,
7107,37,İNCİRLİ-ÇAVUŞPAŞA,ÇAVUŞPAŞA-BAHÇELİEVLER-İNCİRLİ,,9,,,
7386,37,BÜYÜKÇEKMECE-KARAAĞAÇ,BÜYÜKÇEKMECE - BEYKENT,,9,,,
7422,37,BAHÇELİEVLER METRO İST-KALE İŞ M-BAĞCILAR 3,TOPKAPI - YAYLA - ÇAVUŞPAŞA - OTOSANAYİ,,9,,,
7320,37,EMLAK KONUT-AYDINTEPE MAH.YAYLA MAH.VİA MARİNA,TERSANELER - TUZLA - AYDINLI - ORHANLI,,9,,,
7231,37,TOPKAPI-İKİTELLİ-DEPREM KONUTLARI-KAYAŞEHİR,TOPKAPI - OTOGAR - M. AKİF MAH - DEPREM KONUTLARI,,9,,,
7296,37,BAKIRKÖY-ŞİRİNEVLER-İKİTELLİ KÖYİÇİ,BAKIRKÖY - İKİTELLİ - MAHMUTBEY,,9,,,
7371,37,KOCATEPE-FABRİKALAR,CEVATPAŞA - B.PAŞA - OTOGAR - EYÜP - EDİRNEKAPI,,9,,,
7367,37,VİA-PORT-SULTANBEYLİ-DUDULLU,SULTANBEYLİ - SARIGAZİ - DUDULLU,,9,,,
7119,37,KÜÇÜKÇEKMECE-AVCILAR-AMBARLI-İNSA SİTESİ,KÜÇÜKÇEKMECE - AVCILAR - BEYLİKDÜZÜ,,9,,,
7334,37,PENDİK-PENDİK EĞİTİM VE ARAŞTIRMA HASTANESİ-KİPTAŞ,PENDİK - KURTKÖY - HARMANDERE - ORHANLI,,9,,,
7356,37,KARTAL-HÜRRİYET MAHALLESİ,KARTAL - HÜRRİYET MH. - KARTAL CEZAEVİ,,9,,,
7374,37,ÇAYIROVA KAVŞAĞI-HAREM,GEBZE - HAREM,,9,,,
7462,37,BÜYÜKÇEKMECE-MİMAROBA,BÜYÜKÇEKMECE - MİMARSİNAN,,9,,,
7285,37,GAZİ MH.-TOPKAPI 2,GAZİ MAHALLESİ - CEBECİ - KÜÇÜKKÖY - EDİRNEKAPI,,9,,,
7384,37,KADIKÖY-YENİSAHRA-ARMAĞANEVLER-YUKARI DUDULLU,KADIKÖY - YENİSAHRA - ARMAĞANEVLER,,9,,,
7226,37,AVCILAR - BALIKYOLU,AVCILAR - ESENYURT,,9,,,
7390,37,MALTEPE-GÜLENSU,MALTEPE - GÜLSUYU - GÜLENSU,,9,,,
7293,37,TOPKAPI-ESENLER-ATIŞALANI-TEPE,100.YIL - ATIŞALANI - ESENLER - TOPKAPI,,9,,,
7122,37,K.ÇEKMECE-AVCILAR-İ. MARMARA EVLERİ KAVAKLI KENT,KÜÇÜKÇEKMECE - AVCILAR - BEYLİKDÜZÜ,,9,,,
7120,37,KÜÇÜKÇEKMECE-AVCILAR-SİTELER (REŞİT PAŞA CAD.),KÜÇÜKÇEKMECE - AVCILAR - BEYLİKDÜZÜ,,9,,,
7388,37,ÜSKÜDAR-ÜMRANİYE-ALEMDAĞ,ÜSKÜDAR - ÜMRANİYE - ALEMDAĞ,,9,,,
7117,37,KÜÇÜKÇEKMECE-AVCILAR-CİHANGİR MH.,KÜÇÜKÇEKMECE - AVCILAR - BEYLİKDÜZÜ,,9,,,
7113,37,BAKIRKÖY – SOĞANLI-BAKIRKÖY,BAKIRKÖY - BAĞCILAR - KEMALPAŞA MH. - ŞİRİNEVLER,,9,,,
7465,37,BÜYÜKÇEKMECE-MURATÇEŞME,BÜYÜKÇEKMECE - MİMARSİNAN,,9,,,
7108,37,BAKIRKÖY – BAĞCILAR – KEMALPAŞA GÜZERGAHI-2,BAKIRKÖY - BAĞCILAR - KEMALPAŞA MH. - ŞİRİNEVLER,,9,,,
7183,37,İKİTELLİ ORG.S-MEHMET AKİF MH.-GÖZTEPE MH.-OTOGAR,TOPKAPI - OTOGAR - M. AKİF MAH - DEPREM KONUTLARI,,9,,,
7344,37,MALTEPE-ZÜMRÜTEVLER-NARLIDERE,MALTEPE - ZÜMRÜTEVLER,,9,,,
7236,37,PENDİK-MARMARA ÜNV. PENDİK EĞT. VE ARŞ HAS. 1,PENDİK - AYDOS - HİLAL KONUTLARI,,9,,,
7291,37,KARTAL-YAKACIK-UĞUR-MUMCU (İÇİ)-ORTADAĞ-AKPINARMAH. SAMANDIRA-YENİDOĞAN,KARTAL-SOĞANLIK-YAKACIK-AKPINARMAH.-SAMANDIRA-YENİDOĞAN,,9,,,
7152,37,TOPKAPI-OYAK SİTESİ-SEYRANTEPE,TOPKAPI - OYAK SİTESİ - SEYRANTEPE,,9,,,
7148,37,TAHTAKALE-YÜZYIL,KULELİ - DEPREM KONUTLARI - ONURKENT - KAYAŞEHİR,,9,,,
7251,37,TERSANELER-İÇMELER-AYDINLI-ORHANLI(ORTA MAH),TERSANELER - TUZLA - AYDINLI - ORHANLI,,9,,,
7235,37,KULELİ - KAYAŞEHİR,KULELİ - GÜVERCİNTEPE - ŞAHİNTEPE - TAHTAKALE,,9,,,
7176,37,ŞİŞLİ-KAĞITHANE-GÜZELTEPE,ŞİŞLİ - KAĞITHANE - GÜZELTEPE - ABDURAHMAN MH.,,9,,,
7187,37,DEPREM KONUTLARI-İKİTELLİ-İSTOÇ-OTOGAR,TOPKAPI - OTOGAR - M. AKİF MAH - DEPREM KONUTLARI,,9,,,
7442,37,TOPKAPI-YAYLA-ÇAVUŞPAŞA,TOPKAPI - YAYLA - ÇAVUŞPAŞA - OTOSANAYİ,,9,,,
7362,37,SULTANBEYLİ-KURTKÖY(1.GÜZERGAH),SULTANBEYLİ - AYDOS - YENİDOGAN -  KURTKÖY,,9,,,
7290,37,GÜZELTEPE - FİNANSKENT - A.KÖY CEP OTOGARI - GOP,KARAYOLLARI-İ.H.L - ALİBEYKÖY - EYÜP - EDİRNEKAPI -TOPKAPI,,9,,,
7125,37,İNCİRLİ-YENİBOSNA AKTARMA MERKEZİ,ÇAVUŞPAŞA-BAHÇELİEVLER-İNCİRLİ,,9,,,
7186,37,GAZİ MH.-TOPKAPI 1,CEVATPAŞA - BAYRAMPAŞA - OTOGAR - EYÜP - EDİRNEKAPI,,9,,,
7284,37,ÇAKMAK-ÇAMLIK,ÇAKMAK MH. - ÇAMLIK,,9,,,
7162,37,YAHYA KEMAL-GÜLTEPE-4.LEVENT,ŞİŞLİ - ÇAĞLAYAN - Y.KEMAL - GÜLTEPE - 4.LEVENT,,9,,,
7265,37,KÜÇÜKÇEKMECE-GÜVERCİNTEPE-KAYAŞEHİR,KÜÇÜKÇEKMECE - KAYABAŞI - TAHTAKALE,,9,,,
7343,37,KARTAL-GÜLSUYU KÖPRÜLÜ KAVŞAĞI-ESENKENT,KARTAL - ESENKENT,,9,,,
7286,37,KARTAL-YAKACIK-U.MUMCU-ORTADAĞ-SAMANDIRA-PAŞAKÖY,KARTAL -YAKACIK -SAMANDIRA -PAŞAKÖY -FERHATPAŞA,,9,,,
7138,37,AVCILAR-KARAAĞAÇ,AVCILAR - ESENYURT,,9,,,
7322,37,TOPKAPI-ESENLER-TABYA,100.YIL - ATIŞALANI - ESENLER - TOPKAPI,,9,,,
7307,37,KÜÇÜKÇEKMECE-TAHTAKALE,KÜÇÜKÇEKMECE - KAYABAŞI - TAHTAKALE,,9,,,
7276,37,ÜMRANİYE-HEKİMBAŞI,ÜMRANİYE - HEKİMBAŞI MH.,,9,,,
7508,37,H.Osman Metro -Kaymakamlık,Sarıyer-Çayırbaşı,,9,,,
7370,37,SEFAKÖY-KANARYA-BELEDİYE,KÜÇÜKÇEKMECE - SEFAKÖY - SULTAN MURAT,,9,,,
7227,37,KÜÇÜKYALI-AYDINEVLER-FINDIKLI,KÜÇÜKYALI - AYDINEVLER - FINDIKLI,,9,,,
7512,37,Gümüşdere-Kısırkaya-H.Osman Metro-Kaymakamlık,H.Osman Metro-Kaymakamlık,,9,,,
7480,37,BOSTANCI-İÇERENKÖY-ŞERİFALİ ÇİFTLİĞİ-DUDULLU,BOSTANCI - DUDULLU,,9,,,
7410,37,BEYLİKDÜZÜ BELEDİYESİ-BÜYÜKÇEKMECE ATİRUS AVM,B.ÇEKMECE - GÜRPINAR - YAKUPLU - BEYLİKDÜZÜ,,9,,,
7262,37,SEFAKÖY-BOĞAZKÖY,SEFAKÖY - KAYABAŞI - BOĞAZKÖY,,9,,,
7165,37,ŞİŞHANE-OKMEYDANI-ŞİŞLİ,ŞİŞHANE - ŞİŞLİ,,9,,,
7417,37,BOSTANCI KAVŞAĞI-İÇERENKÖY-BATI ATAŞEHİR,KADIKÖY - KÜÇÜKBAKKALKÖY,,9,,,
7270,37,CEVATPAŞA- KOCATEPE-EDİRNEKAPI,CEVATPAŞA - B.PAŞA - OTOGAR - EYÜP - EDİRNEKAPI,,9,,,
7294,37,PENDİK-HÜRRİYET MAHALLESİ-YAKACIK,PENDİK - HÜRRİYET MAHALLESİ,,9,,,
7416,37,FERHATPAŞA-BATI ATAŞEHİR,KADIKÖY - KÜÇÜKBAKKALKÖY,,9,,,
7333,37,TOPKAPI-GÜNGÖREN-BAĞCILAR-GİYİMKENT,100.YIL MH - BAĞCILAR - TOPKAPI,,9,,,
7375,37,PENDİK-450 KONUTLAR-KARTAL CEZAEVİ,PENDİK - 450.KONUTLAR - KARTAL CEZAEVİ,,9,,,
7369,37,EVREN MAH.-BAĞCILAR DEVLET HASTANE,TOPKAPI - ÇİFTLİK - FATİH MAHALLESİ - İSTOÇ,,9,,,
7335,37,PENDİK-ESENYALI MAH.,PENDİK - KAYNARCA - ESENYALI MH.,,9,,,
7128,37,ŞİRİNEVLER-ORMANTEPE SK. 2.GÜZERGAH,ÇAVUŞPAŞA-BAHÇELİEVLER-İNCİRLİ,,9,,,
7337,37,PENDİK-RAMAZANOĞLU MAH.,PENDİK - KAYNARCA - ESENYALI MH.,,9,,,
7318,37,EMLAK KONUTLARI-AYDINTEPE MAH.YAYLA MAHVİA MARİNA.,PENDİK - ŞİFA MH.,,9,,,
7372,37,CEBECİ MAH-TOPKAPI 1,CEVATPAŞA - B.PAŞA - OTOGAR - EYÜP - EDİRNEKAPI,,9,,,
7393,37,MALTEPE-FINDIKLI MAHALLESİ,MALTEPE - BAŞIBÜYÜK,,9,,,
