DATE_TIME,TRANSPORT_TYPE_ID,TRANSPORT_TYPE_DESC,LINE,TRANSFER_TYPE_ID,TRANSFER_TYPE,NUMBER_OF_PASSENGER,NUMBER_OF_PASSAGE
2020-02-22 04:00:00,1,KARAYOLU,ÖHO,2,AKTARMA,3,3
2020-02-12 19:00:00,2,RAY,İETT TÜNEL,2,NORMAL,677,862
2020-02-10 19:00:00,2,RAY,İETT NOSTALJİK TRAMVAY,2,NORMAL,25,62
2020-02-27 22:00:00,1,KARAYOLU,ÖHO,2,AKTARMA,4501,4590
2020-02-22 16:00:00,1,KARAYOLU,ÖHO,2,AKTARMA,15631,15953
2020-02-17 18:00:00,2,RAY,İETT TÜNEL,2,AKTARMA,289,289
2020-02-12 23:00:00,2,RAY,KADIKÖY-KARTAL METROSU,2,AKTARMA,703,704
2020-02-12 09:00:00,2,RAY,KADIKÖY-KARTAL METROSU,2,AKTARMA,2533,2547
2020-02-26 13:00:00,1,KARAYOLU,ÖHO,2,AKTARMA,12610,13243
2020-02-13 10:00:00,2,RAY,İETT TÜNEL,2,AKTARMA,256,256
2020-02-11 15:00:00,2,RAY,KADIKÖY-KARTAL METROSU,2,NORMAL,13361,13885
2020-02-11 09:00:00,1,KARAYOLU,İETT,2,NORMAL,44215,46925
2020-02-06 17:00:00,2,RAY,KİRAZLI-OLİMPİYATKÖY,2,NORMAL,3833,3975
2020-02-04 20:00:00,3,DENİZ,ŞEHİR HATLARI,2,NORMAL,2136,2371
2020-02-27 03:00:00,1,KARAYOLU,ÖHO,2,NORMAL,256,446
2020-02-09 12:00:00,3,DENİZ,ŞEHİR HATLARI,2,NORMAL,2674,3194
2020-02-06 23:00:00,2,RAY,KİRAZLI-OLİMPİYATKÖY,2,NORMAL,317,336
2020-02-10 15:00:00,2,RAY,İETT NOSTALJİK TRAMVAY,2,NORMAL,64,72
2020-02-09 09:00:00,3,DENİZ,ŞEHİR HATLARI,2,NORMAL,946,1084
2020-02-27 10:00:00,1,KARAYOLU,ÖHO,2,AKTARMA,12119,12816
